基金代码,基金名称,日期,净值,近一周,近一月,近三月,近半年,近一年,今年以来,基金的详细链接
003834,华夏能源革新股票,01-26,3.0400,7.12%,15.46%,68.70%,103.62%,122.87%,12.47%,https://www.howbuy.com/fund/003834
005968,创金合信工业周期股票A,01-26,3.3744,9.43%,20.09%,58.77%,88.79%,172.92%,19.96%,https://www.howbuy.com/fund/005968
005969,创金合信工业周期股票C,01-26,3.3150,9.42%,20.02%,58.51%,88.14%,171.05%,19.90%,https://www.howbuy.com/fund/005969
005927,创金合信新能源汽车股票A,01-26,2.4239,8.51%,13.50%,56.16%,73.59%,95.95%,12.33%,https://www.howbuy.com/fund/005927
005928,创金合信新能源汽车股票C,01-26,2.3764,8.50%,13.44%,55.90%,72.99%,94.61%,12.27%,https://www.howbuy.com/fund/005928
000828,泰达转型机遇股票,01-26,2.4590,9.92%,8.95%,53.21%,65.59%,96.09%,9.00%,https://www.howbuy.com/fund/000828
005669,前海开源公用事业股票,01-26,1.8595,9.94%,10.90%,53.03%,77.55%,81.10%,11.92%,https://www.howbuy.com/fund/005669
009147,建信新能源行业股票,01-26,1.9463,6.77%,14.13%,51.27%,92.97%,--,12.59%,https://www.howbuy.com/fund/009147
540008,汇丰晋信低碳先锋股票,01-26,3.3485,3.52%,6.49%,50.28%,68.10%,119.57%,6.30%,https://www.howbuy.com/fund/540008
003624,创金合信资源主题精选股A,01-26,2.3318,6.88%,14.56%,50.09%,68.52%,114.32%,14.99%,https://www.howbuy.com/fund/003624
003625,创金合信资源主题精选股C,01-26,2.2810,6.87%,14.51%,49.91%,68.10%,113.26%,14.95%,https://www.howbuy.com/fund/003625
001008,工银国企改革股票,01-26,2.5870,5.72%,14.17%,49.19%,60.78%,109.14%,12.87%,https://www.howbuy.com/fund/001008
001158,工银新材料新能源股票,01-26,1.5920,6.13%,15.95%,49.06%,60.65%,110.58%,14.86%,https://www.howbuy.com/fund/001158
001245,工银生态环境股票,01-26,1.9810,8.13%,10.86%,48.95%,67.17%,134.16%,10.73%,https://www.howbuy.com/fund/001245
005660,嘉实资源精选股票A,01-26,2.5054,2.35%,15.23%,47.00%,62.07%,104.31%,12.17%,https://www.howbuy.com/fund/005660
005661,嘉实资源精选股票C,01-26,2.4794,2.34%,15.19%,46.81%,61.66%,103.30%,12.13%,https://www.howbuy.com/fund/005661
000594,大摩进取优选股票,01-26,3.5490,2.75%,24.26%,46.59%,58.72%,84.36%,21.42%,https://www.howbuy.com/fund/000594
004812,中欧先进制造股票A,01-26,2.9425,7.61%,10.03%,44.53%,75.25%,126.66%,9.00%,https://www.howbuy.com/fund/004812
004813,中欧先进制造股票C,01-26,2.9329,7.59%,9.96%,44.24%,74.57%,124.88%,8.94%,https://www.howbuy.com/fund/004813
005037,银华新能源新材料股票A,01-26,1.7258,8.34%,12.01%,43.55%,59.71%,101.17%,10.83%,https://www.howbuy.com/fund/005037
005038,银华新能源新材料股票C,01-26,1.7005,8.34%,11.97%,43.42%,59.37%,100.34%,10.81%,https://www.howbuy.com/fund/005038
002332,汇丰晋信沪港深股票A,01-26,2.2485,3.19%,20.75%,42.36%,47.87%,67.54%,17.06%,https://www.howbuy.com/fund/002332
002333,汇丰晋信沪港深股票C,01-26,2.1924,3.18%,20.71%,42.19%,47.51%,66.70%,17.03%,https://www.howbuy.com/fund/002333
004925,长信低碳环保量化股票,01-26,2.0199,6.76%,10.78%,41.46%,67.18%,101.57%,7.56%,https://www.howbuy.com/fund/004925
006265,红土创新新科技股票,01-26,3.4367,3.75%,8.16%,41.37%,61.85%,101.85%,7.07%,https://www.howbuy.com/fund/006265
001643,汇丰晋信智造先锋股票A,01-26,3.1096,0.51%,2.64%,41.18%,58.68%,108.14%,2.86%,https://www.howbuy.com/fund/001643
001644,汇丰晋信智造先锋股票C,01-26,3.0310,0.50%,2.60%,41.00%,58.29%,107.11%,2.82%,https://www.howbuy.com/fund/001644
001790,国泰智能汽车股票A,01-26,2.4810,5.94%,9.73%,40.09%,73.38%,105.72%,7.96%,https://www.howbuy.com/fund/001790
008177,建信高股息主题股票,01-26,1.6736,4.16%,12.48%,39.68%,57.95%,89.53%,8.69%,https://www.howbuy.com/fund/008177
001054,工银新金融股票,01-26,2.8790,1.02%,11.03%,39.55%,51.45%,112.79%,7.75%,https://www.howbuy.com/fund/001054
001938,中欧时代先锋股票A,01-26,2.0723,3.80%,15.93%,39.34%,44.44%,71.84%,13.27%,https://www.howbuy.com/fund/001938
004241,中欧时代先锋股票C,01-26,2.0330,3.78%,15.85%,39.06%,43.85%,70.46%,13.21%,https://www.howbuy.com/fund/004241
007689,国投瑞银新能源混合A,01-26,2.2618,3.91%,12.88%,38.74%,49.06%,110.65%,8.24%,https://www.howbuy.com/fund/007689
007690,国投瑞银新能源混合C,01-26,2.2511,3.90%,12.83%,38.60%,48.75%,109.83%,8.21%,https://www.howbuy.com/fund/007690
006923,前海开源沪港深股票A,01-26,1.8047,5.74%,16.46%,38.48%,43.64%,69.38%,12.50%,https://www.howbuy.com/fund/006923
006924,前海开源沪港深股票C,01-26,1.7962,5.73%,16.43%,38.39%,43.45%,68.94%,12.47%,https://www.howbuy.com/fund/006924
000696,汇添富环保行业股票,01-26,2.4410,7.01%,11.82%,38.30%,61.34%,109.89%,9.07%,https://www.howbuy.com/fund/000696
004640,华夏节能环保股票,01-26,2.2776,4.84%,11.84%,38.18%,59.11%,109.59%,7.93%,https://www.howbuy.com/fund/004640
000409,鹏华环保产业股票,01-26,4.5060,6.65%,10.69%,37.21%,59.84%,112.95%,8.08%,https://www.howbuy.com/fund/000409
006604,嘉实消费精选股票A,01-26,2.4263,3.98%,14.88%,37.20%,53.56%,120.33%,7.81%,https://www.howbuy.com/fund/006604
003984,嘉实新能源新材料股票A,01-26,3.0100,3.01%,9.14%,37.10%,53.78%,104.53%,6.74%,https://www.howbuy.com/fund/003984
006605,嘉实消费精选股票C,01-26,2.4007,3.96%,14.83%,37.03%,53.18%,119.24%,7.78%,https://www.howbuy.com/fund/006605
003985,嘉实新能源新材料股票C,01-26,2.9717,3.00%,9.09%,36.93%,53.39%,103.51%,6.70%,https://www.howbuy.com/fund/003985
007548,易方达ESG责任投资股票,01-26,2.1024,8.04%,15.33%,36.47%,51.33%,111.91%,10.76%,https://www.howbuy.com/fund/007548
005259,建信龙头企业股票,01-26,2.3623,4.00%,15.75%,36.46%,48.42%,81.23%,9.94%,https://www.howbuy.com/fund/005259
001781,建信现代服务业股票,01-26,2.3600,3.78%,17.47%,36.34%,40.56%,83.51%,10.95%,https://www.howbuy.com/fund/001781
005894,华夏优势精选股票,01-26,2.2131,9.61%,15.03%,36.26%,36.57%,53.09%,8.58%,https://www.howbuy.com/fund/005894
005402,广发资源优选股票A,01-26,2.3327,6.76%,19.31%,36.07%,46.57%,98.98%,19.99%,https://www.howbuy.com/fund/005402
010235,广发资源优选股票C,01-26,2.3308,6.76%,19.27%,35.95%,--,--,19.96%,https://www.howbuy.com/fund/010235
001825,建信中国制造2025股票,01-26,2.2285,5.50%,12.87%,35.83%,47.41%,93.63%,8.99%,https://www.howbuy.com/fund/001825
008294,朱雀企业优胜股票A,01-26,1.7581,4.54%,14.55%,35.75%,50.24%,--,11.70%,https://www.howbuy.com/fund/008294
000592,建信改革红利股票,01-26,5.3430,4.64%,11.52%,35.71%,59.73%,102.62%,8.25%,https://www.howbuy.com/fund/000592
008958,嘉实回报精选股票,01-26,1.5994,5.84%,14.31%,35.70%,44.45%,--,8.01%,https://www.howbuy.com/fund/008958
009863,富国创新趋势股票,01-26,1.3991,4.85%,16.71%,35.70%,--,--,13.79%,https://www.howbuy.com/fund/009863
003853,金鹰信息产业股票A,01-26,3.5799,5.24%,8.21%,35.66%,50.76%,90.05%,6.62%,https://www.howbuy.com/fund/003853
005885,金鹰信息产业股票C,01-26,3.5817,5.24%,8.17%,35.53%,50.45%,89.29%,6.59%,https://www.howbuy.com/fund/005885
008295,朱雀企业优胜股票C,01-26,1.7501,4.53%,14.47%,35.49%,49.65%,--,11.63%,https://www.howbuy.com/fund/008295
008286,易方达研究精选股票,01-26,1.9177,5.18%,16.30%,35.36%,51.61%,--,12.17%,https://www.howbuy.com/fund/008286
005826,华夏潜龙精选股票,01-26,2.3744,3.49%,15.12%,35.36%,41.68%,76.31%,8.91%,https://www.howbuy.com/fund/005826
001236,博时丝路主题股票A,01-26,2.2560,5.42%,13.65%,35.09%,45.17%,96.34%,12.46%,https://www.howbuy.com/fund/001236
002556,博时丝路主题股票C,01-26,2.2260,5.40%,13.63%,34.99%,44.83%,95.26%,12.42%,https://www.howbuy.com/fund/002556
004040,金鹰医疗健康产业股票A,01-26,2.4594,15.19%,18.73%,34.86%,27.85%,89.94%,17.16%,https://www.howbuy.com/fund/004040
005328,前海开源价值策略股票,01-26,1.6671,6.34%,13.19%,34.84%,23.24%,59.39%,10.14%,https://www.howbuy.com/fund/005328
001166,建信环保产业股票,01-26,1.4060,6.60%,9.50%,34.80%,52.49%,92.87%,8.57%,https://www.howbuy.com/fund/001166
004041,金鹰医疗健康产业股票C,01-26,2.5688,15.18%,18.69%,34.72%,27.60%,89.16%,17.13%,https://www.howbuy.com/fund/004041
009017,银华港股通精选股发起式,01-26,1.5910,5.85%,20.52%,34.63%,24.72%,--,15.41%,https://www.howbuy.com/fund/009017
001703,银华沪港深增长股票,01-26,3.1030,5.22%,14.59%,34.62%,46.09%,85.59%,10.51%,https://www.howbuy.com/fund/001703
005267,嘉实价值精选股票,01-26,2.2634,0.53%,13.62%,34.59%,53.75%,90.99%,8.95%,https://www.howbuy.com/fund/005267
001476,中银智能制造股票,01-26,1.8230,6.24%,14.44%,34.54%,60.48%,122.59%,13.23%,https://www.howbuy.com/fund/001476
000793,工银高端制造股票,01-26,2.1960,3.93%,6.97%,34.31%,55.30%,120.70%,5.93%,https://www.howbuy.com/fund/000793
007137,鹏扬元合量化股票A,01-26,1.7007,3.90%,11.79%,33.55%,49.38%,63.04%,10.65%,https://www.howbuy.com/fund/007137
007586,华泰保兴多策略股票,01-26,2.7364,4.81%,14.78%,33.29%,41.30%,99.59%,11.03%,https://www.howbuy.com/fund/007586
007138,鹏扬元合量化股票C,01-26,1.6555,3.89%,11.72%,33.28%,48.78%,61.73%,10.59%,https://www.howbuy.com/fund/007138
004995,广发品牌消费股票A,01-26,2.3382,6.46%,14.15%,33.18%,44.61%,116.62%,8.18%,https://www.howbuy.com/fund/004995
010245,广发品牌消费股票C,01-26,2.3371,6.45%,14.12%,33.05%,--,--,8.15%,https://www.howbuy.com/fund/010245
001104,华安新丝路主题股票,01-26,2.8730,8.87%,15.34%,33.04%,40.36%,105.56%,10.37%,https://www.howbuy.com/fund/001104
671030,西部利得事件驱动股票,01-26,2.2051,6.28%,11.68%,32.97%,38.07%,62.27%,9.87%,https://www.howbuy.com/fund/671030
001677,中银战略新兴产业股票A,01-26,2.9320,9.00%,15.66%,32.79%,36.75%,88.19%,11.19%,https://www.howbuy.com/fund/001677
004997,广发高端制造股票A,01-26,2.9965,2.54%,14.75%,32.74%,49.75%,142.75%,13.34%,https://www.howbuy.com/fund/004997
010160,广发高端制造股票C,01-26,2.9932,2.53%,14.71%,32.61%,--,--,13.31%,https://www.howbuy.com/fund/010160
002168,嘉实智能汽车股票,01-26,3.6640,2.37%,4.18%,32.47%,46.97%,80.40%,1.86%,https://www.howbuy.com/fund/002168
010141,朱雀企业优选股票A,01-26,1.3198,3.13%,12.53%,31.98%,--,--,10.21%,https://www.howbuy.com/fund/010141
001230,鹏华医药科技股票,01-26,1.4130,7.45%,10.65%,31.93%,35.22%,108.71%,9.20%,https://www.howbuy.com/fund/001230
009988,信达澳银蓝筹精选股,01-26,1.3100,5.76%,15.02%,31.75%,--,--,10.16%,https://www.howbuy.com/fund/009988
010142,朱雀企业优选股票C,01-26,1.3163,3.12%,12.47%,31.72%,--,--,10.16%,https://www.howbuy.com/fund/010142
110022,易方达消费行业股票,01-26,5.4410,5.69%,8.84%,31.46%,44.52%,83.26%,3.17%,https://www.howbuy.com/fund/110022
001605,国富沪港深成长精选股票,01-26,2.8730,2.57%,17.03%,31.25%,41.60%,88.89%,14.10%,https://www.howbuy.com/fund/001605
001718,工银物流产业股票,01-26,3.2140,3.84%,10.87%,31.08%,55.49%,77.37%,6.32%,https://www.howbuy.com/fund/001718
001070,建信信息产业股票,01-26,2.7940,2.38%,10.35%,30.93%,38.80%,68.52%,8.93%,https://www.howbuy.com/fund/001070
008860,民生加银龙头优选股票,01-26,1.8453,6.29%,14.44%,30.73%,46.78%,--,11.30%,https://www.howbuy.com/fund/008860
001705,泓德战略转型股票,01-26,2.2279,5.63%,11.93%,30.72%,48.39%,111.70%,8.99%,https://www.howbuy.com/fund/001705
003190,创金合信消费主题股票A,01-26,2.9803,6.89%,12.00%,30.67%,29.82%,94.00%,5.66%,https://www.howbuy.com/fund/003190
006251,银华兴盛股票,01-26,2.0583,4.01%,5.63%,30.64%,39.13%,91.36%,3.77%,https://www.howbuy.com/fund/006251
006228,中欧医疗创新股票A,01-26,2.8559,11.39%,13.99%,30.51%,26.75%,110.78%,12.42%,https://www.howbuy.com/fund/006228
003191,创金合信消费主题股票C,01-26,2.9278,6.88%,11.93%,30.45%,29.37%,92.64%,5.61%,https://www.howbuy.com/fund/003191
001749,招商中国机遇股票,01-26,2.3600,6.50%,8.91%,30.31%,34.63%,99.66%,6.98%,https://www.howbuy.com/fund/001749
001707,诺安高端制造股票,01-26,1.6920,-1.80%,11.98%,30.25%,33.97%,47.39%,7.02%,https://www.howbuy.com/fund/001707
006229,中欧医疗创新股票C,01-26,2.8146,11.37%,13.91%,30.25%,26.24%,109.11%,12.35%,https://www.howbuy.com/fund/006229
001313,上投摩根智慧互联股票,01-26,1.4520,6.92%,12.38%,30.11%,24.21%,55.63%,10.25%,https://www.howbuy.com/fund/001313
005612,嘉实核心优势股票,01-26,2.1145,3.87%,16.50%,30.04%,42.01%,84.87%,10.69%,https://www.howbuy.com/fund/005612
001009,上投摩根安全战略股票,01-26,2.0689,5.13%,10.04%,29.93%,37.14%,76.46%,6.71%,https://www.howbuy.com/fund/001009
009341,易方达均衡成长股票,01-26,1.3496,4.82%,16.38%,29.92%,28.09%,--,12.25%,https://www.howbuy.com/fund/009341
001496,工银聚焦30股票,01-26,1.6980,4.81%,10.26%,29.92%,45.88%,113.58%,8.71%,https://www.howbuy.com/fund/001496
000867,华宝品质生活股票,01-26,2.1890,4.94%,13.54%,29.83%,37.85%,69.95%,9.61%,https://www.howbuy.com/fund/000867
162208,泰达宏利首选企业股票,01-26,1.9262,6.02%,9.87%,29.76%,30.28%,78.23%,6.91%,https://www.howbuy.com/fund/162208
008264,南方ESG股票A,01-26,1.9183,5.87%,12.84%,29.68%,37.79%,92.33%,9.46%,https://www.howbuy.com/fund/008264
001048,富国新兴产业股票,01-26,2.1260,6.78%,12.55%,29.63%,32.13%,70.49%,9.93%,https://www.howbuy.com/fund/001048
001126,上投摩根卓越制造股票,01-26,1.8566,5.55%,12.08%,29.62%,36.69%,105.87%,8.22%,https://www.howbuy.com/fund/001126
008265,南方ESG股票C,01-26,1.9056,5.85%,12.78%,29.48%,37.37%,91.15%,9.41%,https://www.howbuy.com/fund/008265
001167,金鹰科技创新股票,01-26,1.2150,4.83%,12.81%,29.39%,31.49%,59.66%,8.97%,https://www.howbuy.com/fund/001167
000831,工银医疗保健股票,01-26,3.8770,11.83%,17.56%,29.28%,22.30%,91.65%,16.36%,https://www.howbuy.com/fund/000831
008009,华商高端装备制造股票,01-26,2.0394,2.81%,10.76%,29.17%,46.50%,97.01%,6.66%,https://www.howbuy.com/fund/008009
000996,中银新动力股票,01-26,1.4970,5.65%,12.90%,29.16%,29.72%,86.89%,7.62%,https://www.howbuy.com/fund/000996
009877,中银内核驱动股票,01-26,1.2725,5.20%,16.63%,29.11%,--,--,10.37%,https://www.howbuy.com/fund/009877
001956,国联安科技动力股票,01-26,2.2727,2.55%,17.61%,28.77%,16.84%,50.03%,11.57%,https://www.howbuy.com/fund/001956
001878,嘉实沪港深精选股票,01-26,2.5320,1.40%,12.73%,28.72%,35.40%,56.97%,7.52%,https://www.howbuy.com/fund/001878
003745,广发多元新兴股票,01-26,2.8853,6.67%,15.41%,28.72%,21.02%,64.09%,12.95%,https://www.howbuy.com/fund/003745
001616,嘉实环保低碳股票,01-26,3.4740,1.88%,4.76%,28.71%,41.80%,97.61%,1.94%,https://www.howbuy.com/fund/001616
001105,信达澳银转型创新股票,01-26,1.3210,3.93%,12.33%,28.63%,34.80%,70.89%,7.22%,https://www.howbuy.com/fund/001105
001685,汇添富沪港深新价值股票,01-26,1.8180,7.32%,20.72%,28.57%,32.22%,64.82%,14.41%,https://www.howbuy.com/fund/001685
001736,圆信永丰优加生活股票,01-26,3.2930,1.70%,8.82%,28.48%,39.30%,94.97%,6.67%,https://www.howbuy.com/fund/001736
002121,广发沪港深新起点股票A,01-26,2.2446,2.53%,16.40%,28.47%,29.00%,55.66%,12.96%,https://www.howbuy.com/fund/002121
010024,广发沪港深新起点股票C,01-26,2.2420,2.52%,16.36%,28.34%,--,--,12.93%,https://www.howbuy.com/fund/010024
206012,鹏华价值精选股票,01-26,3.1500,4.65%,12.42%,28.31%,33.70%,90.68%,7.73%,https://www.howbuy.com/fund/206012
001717,工银前沿医疗股票A,01-26,4.3980,11.54%,16.07%,28.26%,24.06%,110.33%,15.25%,https://www.howbuy.com/fund/001717
005235,银华食品饮料量化股票A,01-26,2.6422,6.66%,10.69%,28.24%,45.18%,112.77%,5.08%,https://www.howbuy.com/fund/005235
005236,银华食品饮料量化股票C,01-26,2.6237,6.65%,10.65%,28.11%,44.89%,111.93%,5.05%,https://www.howbuy.com/fund/005236
009875,天弘甄选食品饮料股A,01-26,1.2931,4.07%,11.37%,28.07%,--,--,4.68%,https://www.howbuy.com/fund/009875
003416,招商财经大数据股票A,01-26,1.4118,7.15%,17.07%,28.07%,40.35%,66.72%,12.62%,https://www.howbuy.com/fund/003416
000971,诺安新经济股票,01-26,1.8050,5.68%,10.33%,28.01%,27.38%,71.25%,4.94%,https://www.howbuy.com/fund/000971
009876,天弘甄选食品饮料股C,01-26,1.2920,4.07%,11.35%,28.01%,--,--,4.67%,https://www.howbuy.com/fund/009876
008314,上投摩根慧选成长股票A,01-26,2.0268,5.44%,14.17%,27.99%,39.05%,102.66%,9.73%,https://www.howbuy.com/fund/008314
005628,汇安趋势动力股票A,01-26,1.5735,4.82%,15.95%,27.97%,22.20%,41.76%,13.28%,https://www.howbuy.com/fund/005628
007952,招商财经大数据股票C,01-26,1.4065,7.14%,17.01%,27.86%,39.95%,65.82%,12.57%,https://www.howbuy.com/fund/007952
007523,汇添富内需增长股票A,01-26,1.9784,4.97%,14.15%,27.80%,34.00%,96.52%,9.20%,https://www.howbuy.com/fund/007523
005629,汇安趋势动力股票C,01-26,1.5475,4.80%,15.90%,27.80%,21.89%,41.04%,13.24%,https://www.howbuy.com/fund/005629
008315,上投摩根慧选成长股票C,01-26,2.0109,5.43%,14.10%,27.74%,38.49%,101.09%,9.67%,https://www.howbuy.com/fund/008315
007965,民生加银品质消费股票A,01-26,1.6299,5.68%,10.20%,27.74%,41.45%,--,6.96%,https://www.howbuy.com/fund/007965
007966,民生加银品质消费股票C,01-26,1.6249,5.67%,10.16%,27.61%,41.16%,--,6.93%,https://www.howbuy.com/fund/007966
007524,汇添富内需增长股票C,01-26,1.9574,4.96%,14.09%,27.61%,33.53%,95.19%,9.16%,https://www.howbuy.com/fund/007524
001764,广发沪港深新机遇股票,01-26,1.9520,2.15%,17.59%,27.58%,31.71%,82.77%,14.22%,https://www.howbuy.com/fund/001764
000854,鹏华养老产业股票,01-26,4.3020,5.99%,9.63%,27.58%,37.71%,93.17%,4.93%,https://www.howbuy.com/fund/000854
001726,汇添富新兴消费股票,01-26,2.0170,5.71%,15.06%,27.42%,26.14%,67.80%,9.50%,https://www.howbuy.com/fund/001726
001043,工银美丽城镇股票,01-26,2.7110,3.39%,12.12%,27.22%,41.20%,96.73%,8.96%,https://www.howbuy.com/fund/001043
006081,海富通电子信息传媒股票A,01-26,2.5008,0.79%,13.12%,27.20%,21.39%,47.98%,10.17%,https://www.howbuy.com/fund/006081
004805,长信消费精选量化股票,01-26,2.2855,5.40%,11.50%,27.14%,34.72%,87.37%,6.40%,https://www.howbuy.com/fund/004805
001171,工银养老产业股票,01-26,2.0940,10.56%,16.98%,27.14%,24.05%,100.00%,15.50%,https://www.howbuy.com/fund/001171
006671,广发消费升级股票,01-26,2.2401,6.32%,13.66%,27.13%,40.84%,87.41%,8.41%,https://www.howbuy.com/fund/006671
009491,宝盈创新驱动股票A,01-26,1.2633,1.73%,18.02%,27.09%,--,--,12.90%,https://www.howbuy.com/fund/009491
005268,鹏华优势企业股票,01-26,2.5309,7.44%,11.72%,27.02%,29.60%,89.25%,8.02%,https://www.howbuy.com/fund/005268
000577,安信价值精选股票,01-26,5.2570,3.42%,11.24%,27.01%,29.42%,64.44%,8.39%,https://www.howbuy.com/fund/000577
004189,华商消费行业股票,01-26,2.0161,5.05%,9.95%,27.01%,37.41%,89.89%,4.78%,https://www.howbuy.com/fund/004189
005009,申万菱信行业轮动股票,01-26,1.8098,3.91%,9.61%,26.98%,35.90%,80.84%,8.83%,https://www.howbuy.com/fund/005009
006080,海富通电子信息传媒股票C,01-26,2.4372,0.77%,13.04%,26.94%,20.90%,46.79%,10.11%,https://www.howbuy.com/fund/006080
009492,宝盈创新驱动股票C,01-26,1.2603,1.72%,17.96%,26.93%,--,--,12.85%,https://www.howbuy.com/fund/009492
004851,广发医疗保健股票A,01-26,3.8270,10.44%,13.93%,26.88%,24.08%,108.17%,12.74%,https://www.howbuy.com/fund/004851
519714,交银消费新驱动股票,01-26,2.1290,5.14%,11.12%,26.88%,46.93%,121.77%,6.03%,https://www.howbuy.com/fund/519714
008382,融通产业趋势股票,01-26,1.3266,3.43%,12.85%,26.83%,25.98%,--,9.72%,https://www.howbuy.com/fund/008382
009163,广发医疗保健股票C,01-26,3.8148,10.43%,13.90%,26.75%,23.82%,--,12.71%,https://www.howbuy.com/fund/009163
000803,工银研究精选股票,01-26,3.2470,-3.02%,8.85%,26.74%,45.08%,85.01%,3.70%,https://www.howbuy.com/fund/000803
010128,宝盈发展新动能股票A,01-26,1.2467,1.85%,17.75%,26.74%,--,--,13.43%,https://www.howbuy.com/fund/010128
009954,北信瑞丰优选成长股票,01-26,1.2536,4.98%,12.28%,26.60%,--,--,8.80%,https://www.howbuy.com/fund/009954
010129,宝盈发展新动能股票C,01-26,1.2447,1.84%,17.70%,26.57%,--,--,13.39%,https://www.howbuy.com/fund/010129
000780,鹏华医疗保健股票,01-26,3.1020,10.08%,12.55%,26.56%,22.13%,93.27%,11.34%,https://www.howbuy.com/fund/000780
000746,招商行业精选股票,01-26,4.7620,6.80%,16.09%,26.48%,38.75%,104.20%,11.73%,https://www.howbuy.com/fund/000746
001409,工银互联网加股票,01-26,0.7320,1.81%,9.58%,26.42%,33.82%,71.03%,7.02%,https://www.howbuy.com/fund/001409
001042,华夏领先股票,01-26,0.9380,3.65%,12.88%,26.42%,25.91%,49.84%,7.32%,https://www.howbuy.com/fund/001042
001188,鹏华改革红利股票,01-26,1.4700,4.85%,10.69%,26.40%,31.25%,51.08%,7.06%,https://www.howbuy.com/fund/001188
002861,工银智能制造股票,01-26,1.8800,1.90%,8.36%,26.26%,31.93%,81.99%,4.21%,https://www.howbuy.com/fund/002861
002387,工银沪港深股票A,01-26,1.6419,2.90%,18.35%,26.12%,27.91%,46.44%,14.53%,https://www.howbuy.com/fund/002387
001291,大摩量化多策略股票,01-26,1.4790,4.52%,12.56%,26.09%,34.45%,69.22%,9.23%,https://www.howbuy.com/fund/001291
003956,南方现代教育股票,01-26,2.2951,4.75%,9.34%,26.01%,15.34%,44.87%,6.80%,https://www.howbuy.com/fund/003956
007512,工银沪港深股票C,01-26,1.6368,2.88%,18.29%,25.93%,27.53%,45.55%,14.49%,https://www.howbuy.com/fund/007512
001416,嘉实事件驱动股票,01-26,1.4190,4.26%,12.00%,25.91%,28.77%,69.74%,8.40%,https://www.howbuy.com/fund/001416
000761,国富健康优质生活股票,01-26,2.2067,4.57%,14.94%,25.87%,34.92%,81.03%,10.59%,https://www.howbuy.com/fund/000761
000884,民生加银优选股票,01-26,2.6170,5.74%,9.41%,25.78%,39.17%,94.88%,5.95%,https://www.howbuy.com/fund/000884
007388,上投摩根研究驱动股票A,01-26,1.4007,4.51%,9.46%,25.74%,35.01%,--,6.09%,https://www.howbuy.com/fund/007388
002595,博时工业4.0主题股票,01-26,2.5530,3.53%,12.02%,25.52%,32.49%,63.03%,8.04%,https://www.howbuy.com/fund/002595
006692,金信消费升级股票A,01-26,2.1414,2.66%,5.06%,25.49%,27.65%,78.65%,3.48%,https://www.howbuy.com/fund/006692
007389,上投摩根研究驱动股票C,01-26,1.3937,4.50%,9.40%,25.48%,34.45%,--,6.03%,https://www.howbuy.com/fund/007389
006693,金信消费升级股票C,01-26,2.2439,2.65%,4.99%,25.25%,27.14%,77.23%,3.42%,https://www.howbuy.com/fund/006693
001577,嘉实低价策略股票,01-26,2.5110,1.99%,13.06%,25.24%,35.51%,83.42%,9.22%,https://www.howbuy.com/fund/001577
008854,南方内需增长两年股票A,01-26,1.5940,4.41%,13.14%,25.09%,26.88%,--,9.56%,https://www.howbuy.com/fund/008854
001520,国投瑞银研究精选股票,01-26,1.6820,1.51%,9.43%,24.90%,34.73%,82.11%,5.93%,https://www.howbuy.com/fund/001520
008855,南方内需增长两年股票C,01-26,1.5851,4.39%,13.07%,24.90%,26.48%,--,9.51%,https://www.howbuy.com/fund/008855
003053,嘉实文体娱乐股票A,01-26,1.8680,2.13%,13.21%,24.87%,23.87%,35.76%,8.23%,https://www.howbuy.com/fund/003053
519965,长信量化多策略股票A,01-26,2.0690,2.99%,13.37%,24.86%,28.03%,61.14%,8.55%,https://www.howbuy.com/fund/519965
008075,招商核心优选股票A,01-26,1.6402,3.88%,14.60%,24.86%,26.01%,64.37%,10.48%,https://www.howbuy.com/fund/008075
008234,光大保德信消费主题股票,01-26,1.7106,3.79%,10.14%,24.85%,41.83%,--,4.93%,https://www.howbuy.com/fund/008234
004858,长信量化多策略股票C,01-26,2.0110,2.97%,13.36%,24.75%,27.84%,60.37%,8.53%,https://www.howbuy.com/fund/004858
003054,嘉实文体娱乐股票C,01-26,1.8320,2.12%,13.16%,24.71%,23.53%,35.10%,8.21%,https://www.howbuy.com/fund/003054
009384,大摩MSCI中国A股增强,01-26,1.2390,4.73%,13.03%,24.62%,23.90%,--,8.68%,https://www.howbuy.com/fund/009384
002300,长盛医疗量化股票,01-26,2.7850,12.12%,14.00%,24.61%,27.34%,99.21%,12.39%,https://www.howbuy.com/fund/002300
008076,招商核心优选股票C,01-26,1.6256,3.86%,14.52%,24.61%,25.50%,63.03%,10.42%,https://www.howbuy.com/fund/008076
000960,招商医药健康产业股票,01-26,3.6280,8.88%,17.22%,24.46%,25.23%,107.79%,18.52%,https://www.howbuy.com/fund/000960
004476,景顺长城沪港深领先科技,01-26,2.4450,4.80%,12.52%,24.43%,28.48%,63.22%,9.49%,https://www.howbuy.com/fund/004476
399011,中海医疗保健主题股票,01-26,2.5790,9.51%,10.88%,24.40%,20.72%,66.67%,8.91%,https://www.howbuy.com/fund/399011
001193,中金消费升级股票,01-26,1.6670,2.84%,10.40%,24.40%,34.11%,93.84%,4.58%,https://www.howbuy.com/fund/001193
001542,国泰互联网+股票,01-26,3.2910,2.30%,13.68%,24.33%,28.66%,78.18%,7.09%,https://www.howbuy.com/fund/001542
